"STATION","NAME","DATE","TMAX","TMIN","TOBS"
"USC00047965","SANTA ROSA, CA US","2012-07-31",,,
"USC00047965","SANTA ROSA, CA US","2012-08-01","82","49","78"
"USC00047965","SANTA ROSA, CA US","2012-08-02","85","50","75"
"USC00047965","SANTA ROSA, CA US","2012-08-03","76","49","71"
"USC00047965","SANTA ROSA, CA US","2012-08-04","66","50","54"
"USC00047965","SANTA ROSA, CA US","2012-08-05","71","56","68"
"USC00047965","SANTA ROSA, CA US","2012-08-06","79","52","78"
"USC00047965","SANTA ROSA, CA US","2012-08-07","82","52","81"
"USC00047965","SANTA ROSA, CA US","2012-08-08","91","49","87"
"USC00047965","SANTA ROSA, CA US","2012-08-09","92","50","90"
"USC00047965","SANTA ROSA, CA US","2012-08-10","90","57","86"
"USC00047965","SANTA ROSA, CA US","2012-08-11","88",,"86"
"USC00047965","SANTA ROSA, CA US","2012-08-12","86",,"80"
"USC00047965","SANTA ROSA, CA US","2012-08-13","87","57","84"
"USC00047965","SANTA ROSA, CA US","2012-08-14","84","57","72"
"USC00047965","SANTA ROSA, CA US","2012-08-15","74","51","71"
"USC00047965","SANTA ROSA, CA US","2012-08-16","79","53","72"
"USC00047965","SANTA ROSA, CA US","2012-08-17","77","51","74"
"USC00047965","SANTA ROSA, CA US","2012-08-18","82","57","74"
"USC00047965","SANTA ROSA, CA US","2012-08-19","82","48","71"
"USC00047965","SANTA ROSA, CA US","2012-08-20","82","46","79"
"USC00047965","SANTA ROSA, CA US","2012-08-22","76","49","72"
"USC00047965","SANTA ROSA, CA US","2012-08-23","77","50","75"
"USC00047965","SANTA ROSA, CA US","2012-08-24","76","45","72"
"USC00047965","SANTA ROSA, CA US","2012-08-25","63","48","63"
"USC00047965","SANTA ROSA, CA US","2012-08-26","75","57","70"
"USC00047965","SANTA ROSA, CA US","2012-08-27","84","48","82"
"USC00047965","SANTA ROSA, CA US","2012-08-28","85","51","85"
"USC00047965","SANTA ROSA, CA US","2012-08-29","93","45","88"
"USC00047965","SANTA ROSA, CA US","2012-08-30","81","49","74"
"USC00047965","SANTA ROSA, CA US","2012-08-31","72","51","66"
"USC00047965","SANTA ROSA, CA US","2012-09-01","75","50","71"
"USC00047965","SANTA ROSA, CA US","2012-09-02","87","44","82"
"USC00047965","SANTA ROSA, CA US","2012-09-03","89","49","86"
"USC00047965","SANTA ROSA, CA US","2012-09-04","84","48","77"
"USC00047965","SANTA ROSA, CA US","2012-09-05","75","50","69"
"USC00047965","SANTA ROSA, CA US","2012-09-06","73","37","70"
"USC00047965","SANTA ROSA, CA US","2012-09-07","77","48","75"
"USC00047965","SANTA ROSA, CA US","2012-09-08","76","51","77"
"USC00047965","SANTA ROSA, CA US","2012-09-09","80",,"76"
"USC00047965","SANTA ROSA, CA US","2012-09-10","85","46","82"
"USC00047965","SANTA ROSA, CA US","2012-09-11","82","49","77"
"USC00047965","SANTA ROSA, CA US","2012-09-12","78","57","77"
"USC00047965","SANTA ROSA, CA US","2012-09-13","82","50","75"
"USC00047965","SANTA ROSA, CA US","2012-09-14","78","52","72"
"USC00047965","SANTA ROSA, CA US","2012-09-15","77","49","74"
"USC00047965","SANTA ROSA, CA US","2012-09-16","76","47","73"
"USC00047965","SANTA ROSA, CA US","2012-09-17","73","47","69"
"USC00047965","SANTA ROSA, CA US","2012-09-18","75","43","73"
"USC00047965","SANTA ROSA, CA US","2012-09-19","76","49","73"
"USC00047965","SANTA ROSA, CA US","2012-09-20","78","44","74"
"USC00047965","SANTA ROSA, CA US","2012-09-21","83","43","80"
"USC00047965","SANTA ROSA, CA US","2012-09-22","87","44","84"
"USC00047965","SANTA ROSA, CA US","2012-09-23","84","49","74"
"USC00047965","SANTA ROSA, CA US","2012-09-24","79","50","76"
"USC00047965","SANTA ROSA, CA US","2012-09-25","76","49","69"
"USC00047965","SANTA ROSA, CA US","2012-09-26","77","47","73"
"USC00047965","SANTA ROSA, CA US","2012-09-27","90","47","89"
"USC00047965","SANTA ROSA, CA US","2012-09-28","70","48","66"
"USC00047965","SANTA ROSA, CA US","2012-09-29","80","49","78"
"USC00047965","SANTA ROSA, CA US","2012-09-30","97","47","95"
"USC00047965","SANTA ROSA, CA US","2017-08-23","79",,"77"
"USC00047965","SANTA ROSA, CA US","2017-08-24","82","56","78"
"USC00047965","SANTA ROSA, CA US","2017-08-25","89","50","87"
"USC00047965","SANTA ROSA, CA US","2017-08-26","102","49","102"
"USC00047965","SANTA ROSA, CA US","2017-08-27","102","57","97"
"USC00047965","SANTA ROSA, CA US","2017-08-28","97","56","92"
"USC00047965","SANTA ROSA, CA US","2017-08-29","92","56","82"
"USC00047965","SANTA ROSA, CA US","2017-08-30","89","52","87"
"USC00047965","SANTA ROSA, CA US","2017-08-31","100","52","100"
"USC00047965","SANTA ROSA, CA US","2017-09-01","110","59","109"
"USC00047965","SANTA ROSA, CA US","2017-09-02","110","64","107"
"USC00047965","SANTA ROSA, CA US","2017-09-03","107","65","96"
"USC00047965","SANTA ROSA, CA US","2017-09-04","96","65","80"
"USC00047965","SANTA ROSA, CA US","2017-09-05","86","67","83"
"USC00047965","SANTA ROSA, CA US","2017-09-06","83","59","81"
"USC00047965","SANTA ROSA, CA US","2017-09-07","81","65","68"
"USC00047965","SANTA ROSA, CA US","2017-09-08","84","60","84"
"USC00047965","SANTA ROSA, CA US","2017-09-09","85","60","83"
"USC00047965","SANTA ROSA, CA US","2017-09-10","100","57","98"
"USC00047965","SANTA ROSA, CA US","2017-09-11","98","63",
"USC00047965","SANTA ROSA, CA US","2017-09-12","89","61","80"
"USC00047965","SANTA ROSA, CA US","2017-09-13","80","61","67"
"USC00047965","SANTA ROSA, CA US","2017-09-14","78","58","77"
"USC00047965","SANTA ROSA, CA US","2017-09-15","78","47","78"
"USC00047965","SANTA ROSA, CA US","2017-09-16","79","54","78"
"USC00047965","SANTA ROSA, CA US","2017-09-17","81","49","81"
"USC00047965","SANTA ROSA, CA US","2017-09-18","82","52","77"
"USC00047965","SANTA ROSA, CA US","2017-09-19","80","50","79"
"USC00047965","SANTA ROSA, CA US","2017-09-20","79","56","72"
"USC00047965","SANTA ROSA, CA US","2017-09-21","76","47","75"
"USC00047965","SANTA ROSA, CA US","2017-09-22","77","44","75"
"USC00047965","SANTA ROSA, CA US","2017-09-23","83","45","82"
"USC00047965","SANTA ROSA, CA US","2017-09-24","87","46","84"
"USC00047965","SANTA ROSA, CA US","2017-09-25","91","48","88"
"USC00047965","SANTA ROSA, CA US","2017-09-26","96","53","95"
"USC00047965","SANTA ROSA, CA US","2017-09-27","95","53","91"
"USC00047965","SANTA ROSA, CA US","2017-09-28","91","49","84"
"USC00047965","SANTA ROSA, CA US","2017-09-29","84","53","75"
"USC00047965","SANTA ROSA, CA US","2017-09-30","83","50","83"
"USC00047965","SANTA ROSA, CA US","2017-10-01","84","49","82"
"USC00047965","SANTA ROSA, CA US","2017-10-02","82","47","79"
"USC00047965","SANTA ROSA, CA US","2017-10-03","81","44","77"
"USC00047965","SANTA ROSA, CA US","2017-10-04","81","43","80"
"USC00047965","SANTA ROSA, CA US","2017-10-05","83","41","80"
"USC00047965","SANTA ROSA, CA US","2017-10-06","89","42","88"
"USC00047965","SANTA ROSA, CA US","2017-10-07","89","44","86"
"USC00047965","SANTA ROSA, CA US","2017-10-08","86","48","85"
"USC00047965","SANTA ROSA, CA US","2017-10-09","85","66","75"
"USC00047965","SANTA ROSA, CA US","2017-10-10","78","46","76"
"USC00047965","SANTA ROSA, CA US","2017-10-17","83","43","82"
"USC00047965","SANTA ROSA, CA US","2017-10-18","82","44","65"
"USC00047965","SANTA ROSA, CA US","2017-10-19","65","49","61"
"USC00047965","SANTA ROSA, CA US","2017-10-20","63","45","62"
"USC00047965","SANTA ROSA, CA US","2017-10-21","72","40","71"
"USC00047965","SANTA ROSA, CA US","2017-10-22","77","44","77"
"USC00047965","SANTA ROSA, CA US","2017-10-23","85","49","84"
"USC00047965","SANTA ROSA, CA US","2017-10-24","88","51","88"
"USC00047965","SANTA ROSA, CA US","2017-10-25","89","50","88"
"USC00047965","SANTA ROSA, CA US","2017-10-26","89","49","87"
"USC00047965","SANTA ROSA, CA US","2017-10-27","87","48","86"
"USC00047965","SANTA ROSA, CA US","2017-10-28","86","49","73"
"USC00047965","SANTA ROSA, CA US","2017-10-29","73","50","66"
"USC00047965","SANTA ROSA, CA US","2017-10-30","66","51","65"
"USC00047965","SANTA ROSA, CA US","2017-10-31","68","47","66"
"USC00047965","SANTA ROSA, CA US","2017-11-01","71","41","65"
"USC00047965","SANTA ROSA, CA US","2017-11-02","67","44","63"
"USC00047965","SANTA ROSA, CA US","2017-11-03","63","51","60"
"USC00047965","SANTA ROSA, CA US","2017-11-04","62","51","58"
"USC00047965","SANTA ROSA, CA US","2017-11-05","61","34","58"
"USC00047965","SANTA ROSA, CA US","2017-11-06","65","43","61"
"USC00047965","SANTA ROSA, CA US","2017-11-07","67","35","65"
"USC00047965","SANTA ROSA, CA US","2017-11-08","65","45","60"
"USC00047965","SANTA ROSA, CA US","2017-11-09","66","52","62"
"USC00047965","SANTA ROSA, CA US","2017-11-10","62","52","60"
"USC00047965","SANTA ROSA, CA US","2017-11-11","62","51","58"
"USC00047965","SANTA ROSA, CA US","2017-11-12","64","46","61"
"USC00047965","SANTA ROSA, CA US","2017-11-13","62","55","60"
"USC00047965","SANTA ROSA, CA US","2017-11-14","63","47","58"
"USC00047965","SANTA ROSA, CA US","2017-11-15","58","49","53"
"USC00047965","SANTA ROSA, CA US","2017-11-16","58","53","58"
"USC00047965","SANTA ROSA, CA US","2017-11-17","61","42","59"
"USC00047965","SANTA ROSA, CA US","2017-11-18","62","32","58"
"USC00047965","SANTA ROSA, CA US","2017-11-19","61","34","59"
"USC00047965","SANTA ROSA, CA US","2017-11-20","59","50","56"
"USC00047965","SANTA ROSA, CA US","2017-11-21","66","52","65"
"USC00047965","SANTA ROSA, CA US","2017-11-22","65","51",
"USC00047965","SANTA ROSA, CA US","2017-11-23","65","52",
"USC00047965","SANTA ROSA, CA US","2017-11-24","65","52",
"USC00047965","SANTA ROSA, CA US","2017-11-25","68","50","66"
"USC00047965","SANTA ROSA, CA US","2017-11-26","66","53","60"
"USC00047965","SANTA ROSA, CA US","2017-11-27","60","43","56"
"USC00047965","SANTA ROSA, CA US","2017-11-28","60","38","56"
"USC00047965","SANTA ROSA, CA US","2017-11-29","63","38","58"
"USC00047965","SANTA ROSA, CA US","2017-11-30","62","36","60"
"USC00047965","SANTA ROSA, CA US","2017-12-01","61","35","56"
"USC00047965","SANTA ROSA, CA US","2017-12-02","59","35","54"
"USC00047965","SANTA ROSA, CA US","2017-12-03","58","38","54"
"USC00047965","SANTA ROSA, CA US","2017-12-04","65","35","61"
"USC00047965","SANTA ROSA, CA US","2017-12-05","64","37","60"
"USC00047965","SANTA ROSA, CA US","2017-12-06","61","32","58"
"USC00047965","SANTA ROSA, CA US","2017-12-07","63","32","56"
"USC00047965","SANTA ROSA, CA US","2017-12-08","60","32","57"
"USC00047965","SANTA ROSA, CA US","2017-12-09","63","32","58"
"USC00047965","SANTA ROSA, CA US","2017-12-10","61","30","58"
"USC00047965","SANTA ROSA, CA US","2017-12-11","61","31","57"
"USC00047965","SANTA ROSA, CA US","2017-12-12","60","30","56"
"USC00047965","SANTA ROSA, CA US","2017-12-13","58","31","55"
"USC00047965","SANTA ROSA, CA US","2017-12-14","63","33","60"
"USC00047965","SANTA ROSA, CA US","2017-12-15","60","35","56"
"USC00047965","SANTA ROSA, CA US","2017-12-16","64","38","62"
"USC00047965","SANTA ROSA, CA US","2017-12-17","66","43","61"
"USC00047965","SANTA ROSA, CA US","2017-12-18","61","34","57"
"USC00047965","SANTA ROSA, CA US","2017-12-19","57","35","54"
"USC00047965","SANTA ROSA, CA US","2017-12-20","55","36","52"
"USC00047965","SANTA ROSA, CA US","2017-12-21","59","31","55"
"USC00047965","SANTA ROSA, CA US","2017-12-22","55","29","52"
"USC00047965","SANTA ROSA, CA US","2017-12-23","52","36","49"
"USC00047965","SANTA ROSA, CA US","2017-12-24","54","40","53"
"USC00047965","SANTA ROSA, CA US","2017-12-25","57","37","55"
"USC00047965","SANTA ROSA, CA US","2017-12-26","59","33","56"
"USC00047965","SANTA ROSA, CA US","2017-12-27","60","34","58"
"USC00047965","SANTA ROSA, CA US","2017-12-28","60","35","58"
"USC00047965","SANTA ROSA, CA US","2017-12-29","59","33","57"
"USC00047965","SANTA ROSA, CA US","2017-12-30","58","32","57"
"USC00047965","SANTA ROSA, CA US","2017-12-31","57","35","55"
"USC00047965","SANTA ROSA, CA US","2018-01-01","64","39","61"
"USC00047965","SANTA ROSA, CA US","2018-01-02","61","40","58"
"USC00047965","SANTA ROSA, CA US","2018-01-03","58","43","53"
"USC00047965","SANTA ROSA, CA US","2018-01-04","59","51","59"
"USC00047965","SANTA ROSA, CA US","2018-01-05","59","57","58"
"USC00047965","SANTA ROSA, CA US","2018-01-06","59","41","56"
"USC00047965","SANTA ROSA, CA US","2018-01-07","56","38","48"
"USC00047965","SANTA ROSA, CA US","2018-01-08","54","46","54"
"USC00047965","SANTA ROSA, CA US","2018-01-09","64","54","60"
"USC00047965","SANTA ROSA, CA US","2018-01-10","60","41","55"
"USC00047965","SANTA ROSA, CA US","2018-01-11","58","45","57"
"USC00047965","SANTA ROSA, CA US","2018-01-12","65","47","62"
"USC00047965","SANTA ROSA, CA US","2018-01-13","62","40","58"
"USC00047965","SANTA ROSA, CA US","2018-01-14","58","46","57"
"USC00047965","SANTA ROSA, CA US","2018-01-15","57","42","57"
"USC00047965","SANTA ROSA, CA US","2018-01-16","59","53","58"
"USC00047965","SANTA ROSA, CA US","2018-01-17","58","53","57"
"USC00047965","SANTA ROSA, CA US","2018-01-18","57","51","53"
"USC00047965","SANTA ROSA, CA US","2018-01-19","56","40","51"
"USC00047965","SANTA ROSA, CA US","2018-01-20","57","33","55"
"USC00047965","SANTA ROSA, CA US","2018-01-21","55","33","54"
"USC00047965","SANTA ROSA, CA US","2018-01-22","61","49","58"
"USC00047965","SANTA ROSA, CA US","2018-01-23","58","39","56"
"USC00047965","SANTA ROSA, CA US","2018-01-24","56","40","50"
"USC00047965","SANTA ROSA, CA US","2018-01-25","55","40","52"
"USC00047965","SANTA ROSA, CA US","2018-01-26","55","35","53"
"USC00047965","SANTA ROSA, CA US","2018-01-27","60","42","59"
"USC00047965","SANTA ROSA, CA US","2018-01-28","65","38","62"
"USC00047965","SANTA ROSA, CA US","2018-01-29","62","41","59"
"USC00047965","SANTA ROSA, CA US","2018-01-30","66","36","65"
"USC00047965","SANTA ROSA, CA US","2018-01-31","68","35","66"
"USC00047965","SANTA ROSA, CA US","2018-02-01","73","42","70"
"USC00047965","SANTA ROSA, CA US","2018-02-02","74","46","70"
"USC00047965","SANTA ROSA, CA US","2018-02-03","76","42","72"
"USC00047965","SANTA ROSA, CA US","2018-02-04","77","44","75"
"USC00047965","SANTA ROSA, CA US","2018-02-05","77","43","72"
"USC00047965","SANTA ROSA, CA US","2018-02-06","80","41","78"
"USC00047965","SANTA ROSA, CA US","2018-02-07","78","39","73"
"USC00047965","SANTA ROSA, CA US","2018-02-08","76","41","75"
"USC00047965","SANTA ROSA, CA US","2018-02-09","78","41","76"
"USC00047965","SANTA ROSA, CA US","2018-02-10","76","42","70"
"USC00047965","SANTA ROSA, CA US","2018-02-11","70","33","57"
"USC00047965","SANTA ROSA, CA US","2018-02-12","64","36","61"
"USC00047965","SANTA ROSA, CA US","2018-02-13","67","47","64"
"USC00047965","SANTA ROSA, CA US","2018-02-14","64","33","57"
"USC00047965","SANTA ROSA, CA US","2018-02-15","68","33","66"
"USC00047965","SANTA ROSA, CA US","2018-02-16","68","33","67"
"USC00047965","SANTA ROSA, CA US","2018-02-17","71","36","65"
"USC00047965","SANTA ROSA, CA US","2018-02-18","65","39","52"
"USC00047965","SANTA ROSA, CA US","2018-02-19","55","29","53"
"USC00047965","SANTA ROSA, CA US","2018-02-20","53","27","50"
"USC00047965","SANTA ROSA, CA US","2018-02-21","58","33","55"
"USC00047965","SANTA ROSA, CA US","2018-02-22","55","29","51"
"USC00047965","SANTA ROSA, CA US","2018-02-23","57","30","56"
"USC00047965","SANTA ROSA, CA US","2018-02-24","57","28","56"
"USC00047965","SANTA ROSA, CA US","2018-02-25","65","33","63"
"USC00047965","SANTA ROSA, CA US","2018-02-26","63","45","45"
"USC00047965","SANTA ROSA, CA US","2018-02-27","61","33","58"
"USC00047965","SANTA ROSA, CA US","2018-02-28","58","31","52"
"USC00047965","SANTA ROSA, CA US","2018-03-01","56","49","52"
"USC00047965","SANTA ROSA, CA US","2018-03-02","54","34","45"
"USC00047965","SANTA ROSA, CA US","2018-03-03","48","35","47"
"USC00047965","SANTA ROSA, CA US","2018-03-04","58","32","56"
"USC00047965","SANTA ROSA, CA US","2018-03-05","65","31","63"
"USC00047965","SANTA ROSA, CA US","2018-03-06","71","34","68"
"USC00047965","SANTA ROSA, CA US","2018-03-07","71","44","66"
"USC00047965","SANTA ROSA, CA US","2018-03-08","66","48","64"
"USC00047965","SANTA ROSA, CA US","2018-03-09","67","43","64"
"USC00047965","SANTA ROSA, CA US","2018-03-11","71","44","71"
"USC00047965","SANTA ROSA, CA US","2018-03-12","72","46","67"
"USC00047965","SANTA ROSA, CA US","2018-03-14","58","43","56"
"USC00047965","SANTA ROSA, CA US","2018-03-15","56","36","52"
"USC00047965","SANTA ROSA, CA US","2018-03-16","57","42","52"
"USC00047965","SANTA ROSA, CA US","2018-03-17","58","38","57"
"USC00047965","SANTA ROSA, CA US","2018-03-18","59","33","59"
"USC00047965","SANTA ROSA, CA US","2018-03-19","66","34","65"
"USC00047965","SANTA ROSA, CA US","2018-03-20","65","48","53"
"USC00047965","SANTA ROSA, CA US","2018-03-21","62","52","62"
"USC00047965","SANTA ROSA, CA US","2018-03-22","62","52","60"
"USC00047965","SANTA ROSA, CA US","2018-03-23","61","34","58"
"USC00047965","SANTA ROSA, CA US","2018-03-24","58","41","54"
"USC00047965","SANTA ROSA, CA US","2018-03-25","61","37","59"
"USC00047965","SANTA ROSA, CA US","2018-03-26","71","36","70"
"USC00047965","SANTA ROSA, CA US","2018-03-27","82","46","81"
"USC00047965","SANTA ROSA, CA US","2018-03-28","82","44","79"
"USC00047965","SANTA ROSA, CA US","2018-03-29","86","47","86"
"USC00047965","SANTA ROSA, CA US","2018-03-30","86","46","82"
"USC00047965","SANTA ROSA, CA US","2018-04-01","78","42","75"
"USC00047965","SANTA ROSA, CA US","2018-04-02","75","48","70"
"USC00047965","SANTA ROSA, CA US","2018-04-03","73","41","72"
"USC00047965","SANTA ROSA, CA US","2018-04-04","72","48","61"
"USC00047965","SANTA ROSA, CA US","2018-04-05","62","48","57"
"USC00047965","SANTA ROSA, CA US","2018-04-06","61","54","61"
"USC00047965","SANTA ROSA, CA US","2018-04-07","67","55","65"
"USC00047965","SANTA ROSA, CA US","2018-04-08","71","44","71"
"USC00047965","SANTA ROSA, CA US","2018-04-09","78","43","76"
"USC00047965","SANTA ROSA, CA US","2018-04-10","76","50","63"
"USC00047965","SANTA ROSA, CA US","2018-04-11","63","44","57"
"USC00047965","SANTA ROSA, CA US","2018-04-12","60","37","59"
"USC00047965","SANTA ROSA, CA US","2018-04-13","73","39","72"
"USC00047965","SANTA ROSA, CA US","2018-04-14","76","44","74"
"USC00047965","SANTA ROSA, CA US","2018-04-15","75","42","54"
"USC00047965","SANTA ROSA, CA US","2018-04-16","56","42","48"
"USC00047965","SANTA ROSA, CA US","2018-04-17","65","36","64"
"USC00047965","SANTA ROSA, CA US","2018-04-18","64","44","62"
"USC00047965","SANTA ROSA, CA US","2018-04-19","74","37","73"
"USC00047965","SANTA ROSA, CA US","2018-04-20","77","43","73"
"USC00047965","SANTA ROSA, CA US","2018-04-21","81","45","79"
"USC00047965","SANTA ROSA, CA US","2018-04-22","82","44","81"
"USC00047965","SANTA ROSA, CA US","2018-04-23","83","49","81"
"USC00047965","SANTA ROSA, CA US","2018-04-24","81","53","66"
"USC00047965","SANTA ROSA, CA US","2018-04-25","68","47","67"
"USC00047965","SANTA ROSA, CA US","2018-04-26","68","48","64"
"USC00047965","SANTA ROSA, CA US","2018-04-27","69","45","67"
"USC00047965","SANTA ROSA, CA US","2018-04-28","67","48","60"
"USC00047965","SANTA ROSA, CA US","2018-04-29","70","45","66"
"USC00047965","SANTA ROSA, CA US","2018-04-30","70","44","68"
"USC00047965","SANTA ROSA, CA US","2018-05-01","74","46","73"
"USC00047965","SANTA ROSA, CA US","2018-05-02","73","46","68"
"USC00047965","SANTA ROSA, CA US","2018-05-03","69","50","67"
"USC00047965","SANTA ROSA, CA US","2018-05-04","76","48","75"
"USC00047965","SANTA ROSA, CA US","2018-05-05","75","48","68"
"USC00047965","SANTA ROSA, CA US","2018-05-06","71","50","67"
"USC00047965","SANTA ROSA, CA US","2018-05-07","82","46","81"
"USC00047965","SANTA ROSA, CA US","2018-05-08","81","48","76"
"USC00047965","SANTA ROSA, CA US","2018-05-09","78","52","78"
"USC00047965","SANTA ROSA, CA US","2018-05-10","80","50","79"
"USC00047965","SANTA ROSA, CA US","2018-05-11","85","54","85"
"USC00047965","SANTA ROSA, CA US","2018-05-12","85","53","67"
"USC00047965","SANTA ROSA, CA US","2018-05-13","67","52","60"
"USC00047965","SANTA ROSA, CA US","2018-05-14","63","52","61"
"USC00047965","SANTA ROSA, CA US","2018-05-15","68","51","67"
"USC00047965","SANTA ROSA, CA US","2018-05-16","67","51","63"
"USC00047965","SANTA ROSA, CA US","2018-05-17","75","47","72"
"USC00047965","SANTA ROSA, CA US","2018-05-18","75","48","70"
"USC00047965","SANTA ROSA, CA US","2018-05-19","74","46","70"
"USC00047965","SANTA ROSA, CA US","2018-05-20","74","47","72"
"USC00047965","SANTA ROSA, CA US","2018-05-21","75","48","74"
"USC00047965","SANTA ROSA, CA US","2018-05-22","74","51","69"
"USC00047965","SANTA ROSA, CA US","2018-05-23","69","53","59"
"USC00047965","SANTA ROSA, CA US","2018-05-24","64","54","61"
"USC00047965","SANTA ROSA, CA US","2018-05-25","63","54","62"
"USC00047965","SANTA ROSA, CA US","2018-05-26","74","53","67"
"USC00047965","SANTA ROSA, CA US","2018-05-27","83","49","79"
"USC00047965","SANTA ROSA, CA US","2018-05-28","89","52","89"
"USC00047965","SANTA ROSA, CA US","2018-05-30","74","50","74"
"USC00047965","SANTA ROSA, CA US","2018-05-31","75","49","73"
"USC00047965","SANTA ROSA, CA US","2018-06-01","83","47","82"
"USC00047965","SANTA ROSA, CA US","2018-06-02","94","52","92"
"USC00047965","SANTA ROSA, CA US","2018-06-03","92","54","86"
"USC00047965","SANTA ROSA, CA US","2018-06-04","86","52","82"
"USC00047965","SANTA ROSA, CA US","2018-06-05","82","47","79"
"USC00047965","SANTA ROSA, CA US","2018-06-06","79","59","75"
"USC00047965","SANTA ROSA, CA US","2018-06-07","79","49","78"
"USC00047965","SANTA ROSA, CA US","2018-06-08","85","49","81"
"USC00047965","SANTA ROSA, CA US","2018-06-09","81","56","73"
"USC00047965","SANTA ROSA, CA US","2018-06-10","83","47","80"
"USC00047965","SANTA ROSA, CA US","2018-06-11","87","54","87"
"USC00047965","SANTA ROSA, CA US","2018-06-12","91","55","89"
"USC00047965","SANTA ROSA, CA US","2018-06-13","94","53","91"
"USC00047965","SANTA ROSA, CA US","2018-06-14","91","51","82"
"USC00047965","SANTA ROSA, CA US","2018-06-15","82","51","77"
"USC00047965","SANTA ROSA, CA US","2018-06-16","77","50","64"
"USC00047965","SANTA ROSA, CA US","2018-06-17","74","52","70"
"USC00047965","SANTA ROSA, CA US","2018-06-18","75","55","71"
"USC00047965","SANTA ROSA, CA US","2018-06-19","75","52","74"
"USC00047965","SANTA ROSA, CA US","2018-06-20","75","52","73"
"USC00047965","SANTA ROSA, CA US","2018-06-21","87","46","86"
"USC00047965","SANTA ROSA, CA US","2018-06-22","96","51","94"
"USC00047965","SANTA ROSA, CA US","2018-06-23","99","60","98"
"USC00047965","SANTA ROSA, CA US","2018-06-24","98","55","71"
"USC00047965","SANTA ROSA, CA US","2018-06-25","75","55","75"
"USC00047965","SANTA ROSA, CA US","2018-06-26","84","49","79"
"USC00047965","SANTA ROSA, CA US","2018-06-27","79","52","72"
"USC00047965","SANTA ROSA, CA US","2018-06-28","86","49","86"
"USC00047965","SANTA ROSA, CA US","2018-06-29","93","53","92"
"USC00047965","SANTA ROSA, CA US","2018-06-30","96","57","87"
"USC00047965","SANTA ROSA, CA US","2018-07-02","73","55","72"
"USC00047965","SANTA ROSA, CA US","2018-07-03","77","55","74"
"USC00047965","SANTA ROSA, CA US","2018-07-04","74","55","72"
"USC00047965","SANTA ROSA, CA US","2018-07-05","81","53","81"
"USC00047965","SANTA ROSA, CA US","2018-07-06","86","57","86"
"USC00047965","SANTA ROSA, CA US","2018-07-07","91","53","90"
"USC00047965","SANTA ROSA, CA US","2018-07-08","90","48","87"
"USC00047965","SANTA ROSA, CA US","2018-07-09","96","48","96"
"USC00047965","SANTA ROSA, CA US","2018-07-10","96","56","93"
"USC00047965","SANTA ROSA, CA US","2018-07-11","93","53","86"
"USC00047965","SANTA ROSA, CA US","2018-07-12","86","55","84"
"USC00047965","SANTA ROSA, CA US","2018-07-13","87","61","86"
"USC00047965","SANTA ROSA, CA US","2018-07-14","86","57","78"
"USC00047965","SANTA ROSA, CA US","2018-07-15","78","58","77"
"USC00047965","SANTA ROSA, CA US","2018-07-16","83","55","76"
"USC00047965","SANTA ROSA, CA US","2018-07-17","84","55","82"
"USC00047965","SANTA ROSA, CA US","2018-07-18","87","55","81"
"USC00047965","SANTA ROSA, CA US","2018-07-19","88","54","87"
"USC00047965","SANTA ROSA, CA US","2018-07-20","88","54","84"
"USC00047965","SANTA ROSA, CA US","2018-07-21","84","58","82"
"USC00047965","SANTA ROSA, CA US","2018-07-22","82","59","80"
"USC00047965","SANTA ROSA, CA US","2018-07-23","83","57","77"
"USC00047965","SANTA ROSA, CA US","2018-07-24","83","56","81"
"USC00047965","SANTA ROSA, CA US","2018-07-25","87","54","85"
"USC00047965","SANTA ROSA, CA US","2018-07-26","85","53","80"
"USC00047965","SANTA ROSA, CA US","2018-07-29","87","53","81"
"USC00047965","SANTA ROSA, CA US","2018-07-30","89","52","84"
"USC00047965","SANTA ROSA, CA US","2018-07-31","88","51","85"
"USC00047965","SANTA ROSA, CA US","2018-08-01","86","52","85"
"USC00047965","SANTA ROSA, CA US","2018-08-02","85","38","59"
"USC00047965","SANTA ROSA, CA US","2018-08-03","93","51","93"
"USC00047965","SANTA ROSA, CA US","2018-08-04","94","55","92"
"USC00047965","SANTA ROSA, CA US","2018-08-05","94","45","88"
"USC00047965","SANTA ROSA, CA US","2018-08-06","93","48","91"
"USC00047965","SANTA ROSA, CA US","2018-08-07","91","48","64"
"USC00047965","SANTA ROSA, CA US","2018-08-08","90","49","89"
"USC00047965","SANTA ROSA, CA US","2018-08-09","95","51","94"
"USC00047965","SANTA ROSA, CA US","2018-08-10","95","50","93"
"USC00047965","SANTA ROSA, CA US","2018-08-11","94","54","90"
"USC00047965","SANTA ROSA, CA US","2018-08-12","91","54","81"
"USC00047965","SANTA ROSA, CA US","2018-08-13","81","52","75"
"USC00047965","SANTA ROSA, CA US","2018-08-14","79","55","76"
"USC00047965","SANTA ROSA, CA US","2018-08-15","79","57","78"
"USC00047965","SANTA ROSA, CA US","2018-08-16","84","57","80"
"USC00047965","SANTA ROSA, CA US","2018-08-17","90","56","88"
"USC00047965","SANTA ROSA, CA US","2018-08-18","88","49","82"
"USC00047965","SANTA ROSA, CA US","2018-08-19","84","49","81"
"USC00047965","SANTA ROSA, CA US","2018-08-20","82","50","78"
